"","entityIso","entityName.x","dataYear","Active mobile-broadband subscriptions per 100 people","Data and voice mobile-broadband subscriptions per 100 people","Fixed-broadband subscriptions per 100 people","At least 3G %","At least LTE/WiMAX %","Active mobile-broadband subscriptions count","At least 2G %","256 kbit/s to less than 2 Mbit/s count","256 kbit/s to less than 2 Mbit/s % fixed broadband subscriptions","256 kbit/s to less than 2 Mbit/s per 100 people","2 Mbit/s to less than 10 Mbit/s count","2 Mbit/s to less than 10 Mbit/s per 100 people","Fixed-broadband subscriptions count","Equal to or above 10 Mbit/s count","Equal to or above 10 Mbit/s per 100 people","Satellite broadband count","Terrestrial fixed wireless count","Fibre-to-the-home/building count","Other fixed broadband count","Households with Internet access at home %","DSL  count","Data and voice mobile-broadband subscriptions count","Data-only mobile-broadband subscriptions count","Active subscriptions to LTE/WiMAX mobile-broadband networks count","Cable modem count","10 Mbit/s to less than 30 Mbit/s count","30 Mbit/s to less than 100 Mbit/s count","Equal to or above 100 Mbit/s count","Equal to or above 10 Mbit/s % fixed broadband subscriptions","2 Mbit/s to less than 10 Mbit/s % fixed broadband subscriptions","At least 5G %","entityName.y","Female %","Male %","Individuals using the Internet %","entityName","Full-time equivalent telecommunication employees  per 1000 main lines","Annual foreign investment in telecommunications LCU","Full-time equivalent telecommunication employees  count","Full-time equivalent telecommunication employees  female","Revenue from all telecommunication services USD","Annual investment in telecommunication services USD","Revenue from all telecommunication services per employee","Annual investment in telecommunication services As % of revenues","Individuals with basic ICT skills in safety","Individuals with above basic ICT skills in safety","Individuals with basic ICT skills in information and data literacy","Individuals with above basic ICT skills in information and data literacy","Individuals with basic ICT skills in digital content creation","Individuals with above basic ICT skills in digital content creation","Individuals with basic skills in communication and collaboration","Individuals with above basic ICT skills in communication and collaboration","Individuals with basic ICT skills in problem solving","Individuals with above basic ICT skills in problem solving"
"348","LCA","Saint Lucia",2019,50.32,NA,8.8849,NA,20,89399,98,NA,NA,NA,NA,NA,15785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Lucia",NA,NA,61.0805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","VCT","Saint Vincent and the Grenadines",2019,61.7422,61.7422,20.8463,100,90,64315,100,3614,16.6429,3.46943,11113,10.6684,21715,6858,6.58366,0,698,NA,698,NA,3861,64315,NA,NA,17727,6656,185,17,31.5819,51.1766,NA,"Saint Vincent and the Grenadines",NA,NA,59.5763,"Saint Vincent and the Grenadines",4.52716,NA,81,32,44264100,2894430,546471,6.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","SMR","San Marino",2019,128.416,NA,31.977,99,99,44500,99,0,0,0,3381,9.75673,11081,7700,22.2203,NA,NA,NA,NA,76.1483,NA,NA,NA,NA,NA,NA,NA,NA,69.4883,30.5117,NA,"San Marino",NA,NA,67.8507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","STP","Sao Tome and Principe",2019,34.6114,33.8677,0.769476,94,0,73858,94,118,7.18636,0.0552973,994,0.465809,1642,530,0.248369,NA,NA,741,NA,18.0814,399,72271,1339,NA,NA,NA,NA,NA,32.2777,60.5359,NA,"Sao Tome and Principe",NA,NA,44.3,"Sao Tome and Principe",25.2926,0,121,41,14126600,2340480,116748,16.5679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","SAU","Saudi Arabia",2019,131.436,93.6931,22.3214,98.86,94.2,40052300,99.99,58452,0.859342,0.191817,784419,2.57416,6801950,5959080,19.5554,937,625250,2856200,NA,99.182,3319570,28550900,11501400,37131000,NA,3775860,1721270,461948,87.6084,11.5323,35,"Saudi Arabia",94.5669,96.5312,95.7247,"Saudi Arabia",NA,NA,NA,NA,17261900000,3664870000,NA,21.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","SEN","Senegal",2019,54.058,NA,0.929785,92.1,66.8,8840070,98,NA,NA,NA,NA,NA,152047,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,2480670,NA,NA,NA,NA,NA,NA,NA,"Senegal",NA,NA,43.4,"Senegal",26.0126,NA,5400,NA,1302070000,284902000,241123,21.8808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","SRB","Serbia",2019,90.2582,83.0627,23.4425,98.88,96.86,6251920,99.16,3136,0.193128,0.0452741,77124,1.11343,1623790,1543530,22.2838,0,98008,166631,8756,80.1381,630511,5753510,498409,3976890,719884,710615,466058,366857,95.0572,4.74963,NA,"Serbia",73.7368,81.2243,77.4168,"Serbia",5.13684,NA,13178,5364,1965370000,798190000,149141,40.6126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","SYC","Seychelles",2019,76.4097,NA,22.9273,99,98.5,89896,99,NA,NA,NA,NA,NA,26974,NA,NA,NA,10278,NA,NA,72.9788,7693,NA,NA,NA,9003,NA,NA,NA,NA,NA,NA,"Seychelles",NA,NA,76.6,"Seychelles",18.2884,NA,368,147,95043300,NA,258270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","SLE","Sierra Leone",2019,14.9003,NA,0.00222452,76,35,1152090,80,0,0,0,20,0.000258666,172,20,0.000258666,49,0,NA,0,22.4227,NA,NA,NA,0,50,15,NA,1,11.6279,NA,0,"Sierra Leone",NA,NA,15.7137,"Sierra Leone",3823.53,1.846e+10,1820,546,161594,NA,88.7881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","SGP","Singapore",2019,159.347,NA,26.5276,100,100,9034300,100,NA,NA,NA,NA,NA,1504000,0,0,NA,0,1499800,3800,98.433,400,NA,NA,NA,0,0,NA,1483000,0,NA,NA,"Singapore",87.8058,90.157,88.9493,"Singapore",NA,NA,NA,NA,NA,736498000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","SVK","Slovakia",2019,89.2537,79.0255,29.1811,97,97,4864880,100,17607,1.10697,0.323027,242736,4.45336,1590550,1330210,24.4047,1045,413059,516025,1437,82.1911,483895,4307380,557500,3459560,175092,380025,453196,496989,83.6319,15.2611,NA,"Slovakia",82.3164,83.4017,82.8537,"Slovakia",11.9325,NA,8058,2811,1916070000,433651000,237785,22.6323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","VNM","Viet Nam",2019,71.9273,63.1762,15.2329,99.8,97,69894500,99.8,14404,0.0973087,0.0148229,191513,0.197083,14802400,14596500,15.021,8,0,13777500,24217,71.3202,123325,61390700,8503820,44874700,877373,1717170,12533800,345509,98.6089,1.2938,NA,"Viet Nam",65.5048,71.8479,68.6616,"Viet Nam",21.7143,4.15e+10,79431,23748,5681680000,1240510000,71529.7,21.8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","SVN","Slovenia",2019,83.8775,78.74,30.1395,99.7,99.7,1747540,99.84,4611,0.734307,0.221317,48071,2.30729,627939,575257,27.6109,104,11272,251448,2742,88.9611,187932,1640500,107037,1468440,174441,207548,167529,200180,91.6103,7.65536,NA,"Slovenia",81.9628,84.2052,83.1084,"Slovenia",8.26664,NA,5845,NA,840066000,259668000,143724,30.9104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","SOM","Somalia",2019,2.5825,NA,0.611317,70,25,414000,80,NA,NA,NA,NA,NA,98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","ZAF","South Africa",2019,100.454,60.0794,2.09834,99.66,94.41,59858500,99.97,62518,5.00002,0.104917,596266,1.00065,1250360,591572,0.992772,1587,122542,362549,81833,63.251,669652,35800100,24058400,31297600,12192,314316,142735,134521,47.3123,47.6877,NA,"South Africa",NA,NA,69.6969,"South Africa",17.0951,5794920000,34613,13263,9243360000,1447930000,267049,15.6646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","ZWE","Zimbabwe",2019,49.5691,41.1543,1.33861,84.2,35,7569880,93.4,132520,64.826,0.867768,59028,0.386527,204424,12876,0.0843146,3395,27113,39880,2123,34.8761,106036,6284820,1285060,823403,1428,NA,NA,NA,6.29867,28.8753,NA,"Zimbabwe",NA,NA,26.5883,"Zimbabwe",19.4593,NA,5171,1451,NA,NA,NA,3.9097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","ESP","Spain",2019,101.422,98.434,32.922,99.7,99.4,48109600,99.8,26941,0.172515,0.0567955,542283,1.14321,15616600,15047400,31.722,12591,302642,10419100,816,91.4376,2588740,46692300,1417340,37098900,2292670,2271510,878417,11897400,96.355,3.47248,NA,"Spain",90.7437,90.6932,90.7187,"Spain",1.86545,NA,36637,NA,20911800000,6113870000,570782,29.2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","SSD","South Sudan",2019,6.31417,0.856248,0.00191876,15,15,658150,48,65,32.5,0.000623598,50,0.000479691,200,65,0.000623598,150,20,NA,NA,5.31633,NA,89250,95000,0,0,20,20,0,32.5,25,NA,"South Sudan",NA,NA,6.7,"South Sudan",NA,4906270000,121,20,NA,31052500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","SDN","Sudan",2019,35.657,NA,0.0719282,55.5,35,16241100,90.9,12713,38.8041,0.0279111,18243,0.0400521,32762,1806,0.00396503,273,NA,2263,NA,14.4032,27472,NA,NA,NA,NA,NA,NA,NA,5.51248,55.6834,0,"Sudan",NA,NA,25.9,"Sudan",NA,NA,NA,NA,547799000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","SUR","Suriname",2019,28.3254,NA,13.2741,100,85,171586,100,0,0,0,32447,5.35634,80410,47963,7.91772,90,14563,8209,NA,54.8626,57548,NA,14239,23673,NA,NA,NA,NA,59.6481,40.3519,NA,"Suriname",NA,NA,62,"Suriname",10.1126,NA,938,375,235174000,18249900,250718,7.76016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","SWZ","Eswatini",2019,68.8519,NA,2.04369,88,39,812366,99,NA,NA,NA,NA,NA,24113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eswatini",NA,NA,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","SWE","Sweden",2019,125.743,110.639,39.2906,100,100,12925300,100,7979,0.197562,0.0776233,184111,1.79112,4038730,3846640,37.4218,370,6687,2875070,7335,96.0609,482746,11372700,1552530,11208000,666521,417830,274561,3154240,95.2438,4.55864,NA,"Sweden",94.0772,94.9045,94.4934,"Sweden",10.622,NA,18599,5974,5334480000,1531190000,286816,28.7036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","CHE","Switzerland",2019,100.591,94.5768,46.9124,100,99.94,8628250,100,4187,0.104053,0.0488136,133015,1.55074,4023920,3886720,45.3128,1386,152,844993,9130,91.5519,2041350,8112350,515898,NA,1126910,264691,1086350,2535670,96.5903,3.30676,91.56,"Switzerland",91.2582,95.0742,93.1461,"Switzerland",7.73878,NA,24540.9,NA,14040400000,2812510000,572121,20.0316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","SYR","Syrian Arab Republic",2019,8.12451,17.5002,7.33617,88,35,1653630,88,1345770,90.1282,6.61195,146810,0.7213,1493170,593,0.0029135,NA,NA,618,200,NA,1492350,3561910,NA,1653630,NA,395,NA,NA,0.0397142,9.85075,NA,"Syrian Arab Republic",NA,NA,34.65,"Syrian Arab Republic",6.94664,NA,19750,5500,889255000,NA,45025.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","TJK","Tajikistan",2019,23.6097,NA,0.0629593,90,80,2250000,90,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,27.1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","THA","Thailand",2019,84.3765,NA,14.1338,98,98,60348000,98,19781,0.195681,0.0276571,196477,0.274707,10108800,9892560,13.8314,NA,NA,5796400,150621,74.562,3032650,NA,NA,NA,1129160,NA,NA,NA,97.8607,1.94362,NA,"Thailand",65.573,67.7957,66.6524,"Thailand",NA,NA,NA,NA,15123100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","TGO","Togo",2019,24.2265,NA,0.37692,91,67,2050300,97,363,1.13797,0.00428922,3258,0.0384967,31899,28278,0.334134,NA,4140,12833,183,NA,14589,NA,2050300,174474,NA,17069,11185,25,88.6485,10.2135,NA,"Togo",NA,NA,20.7273,"Togo",26.2814,NA,1146,339,318939000,80564300,278306,25.2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","TON","Tonga",2019,58.7722,NA,3.50434,99,96,62104,99,0,0,0,0,0,3703,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","TTO","Trinidad and Tobago",2019,35.3348,35.2731,22.8528,100,75,524684,100,7793,2.29652,0.524819,74769,5.03531,339340,256778,17.2927,NA,54609,113048,NA,84.7588,23532,523768,916,524684,148151,46022,124412,86344,75.6698,22.0337,NA,"Trinidad and Tobago",NA,NA,75,"Trinidad and Tobago",10.5538,NA,3624,1568,743385000,62914900,205128,8.4633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","ARE","United Arab Emirates",2019,249.936,93.7223,32.4803,100,99.82,23438600,100,68634,2.25328,0.731874,111305,1.18689,3045960,2866020,30.5616,217,260,3008900,NA,99.1,36567,8789140,14649400,10009900,NA,809014,1006660,1050350,94.0925,3.65419,NA,"United Arab Emirates",99.5015,99.03,99.15,"United Arab Emirates",2.5091,528547000,5928,1434,8786970000,1613850000,1482280,18.3664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","TUN","Tunisia",2019,76.6097,71.5921,10.0542,99,94,9097460,99,6986,0.58512,0.0588291,611393,5.14854,1193940,575565,4.84683,102,374479,51261,2947,51.4703,765155,8501620,595843,6860000,NA,288684,284735,2146,48.207,51.2202,NA,"Tunisia",61.1126,72.462,66.7,"Tunisia",7.15866,3.1e+08,10410,4459,1092090000,184022000,104908,16.8504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","TUR","Türkiye",2019,73.1132,72.2658,16.6733,98.56,96.71,62407700,99.7,16117,0.113245,0.0188817,3606540,4.22521,14232000,10609300,12.4293,11585,NA,3213300,260401,88.2894,9662250,61684400,723354,46487400,1084450,9624270,973377,11676,74.5457,25.3411,NA,"Türkiye",67.5984,80.402,73.9767,"Türkiye",2.38604,NA,27518,6982,11752700000,2271060000,427091,19.3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","TKM","Turkmenistan",2019,31.6728,NA,2.59674,75.8,67,2155000,97.16,148796,84.2173,2.18691,27517,0.404427,176681,368,0.00540863,NA,NA,NA,NA,48.9386,NA,NA,NA,NA,NA,NA,NA,NA,0.208285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","UGA","Uganda",2019,39.4691,NA,0.0752797,74,40,16971600,98,NA,NA,NA,NA,NA,32370,NA,NA,NA,NA,NA,NA,11.0667,NA,NA,134906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda",27.1147,NA,2324,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","MKD","North Macedonia",2019,71.2757,70.8837,23.9403,99.88,99.53,1352560,99.88,3508,0.772177,0.184861,72439,3.81732,454300,378353,19.9381,NA,57007,66328,42795,81.7762,135221,1345120,7437,NA,152949,232907,138504,6942,83.2826,15.9452,NA,"North Macedonia",80.7675,82.0514,81.4129,"North Macedonia",NA,NA,NA,NA,321101000,48450600,NA,15.0889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","EGY","Egypt",2019,55.3892,52.5543,7.04131,99.12,95.1,59572800,99.83,217898,2.87724,0.202596,406894,0.378319,7573150,6948360,6.46039,385,35723,239348,NA,59.937,7295850,56523800,3049040,16765200,NA,0,6972020,0,91.7499,5.37285,NA,"Egypt",52.987,61.5413,57.2829,"Egypt",7.30044,NA,63955,16006,4981720000,1489440000,77894.2,29.8981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","GBR","United Kingdom",2019,104.43,97.7247,40.0228,99.7,99.7,70084000,99.9,0,0,0,838038,1.24873,26859700,26021600,38.774,28329,NA,922445,NA,92.8926,20828700,65584000,4500000,NA,5080140,6796410,14315200,4910000,96.8799,0.997172,NA,"United Kingdom",91.4011,93.6727,92.5166,"United Kingdom",NA,NA,NA,NA,41011200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","TZA","Tanzania",2019,9.5981,NA,NA,85,13,5679670,95,NA,NA,NA,NA,NA,NA,NA,NA,31966,171795,170041,643883,11.0667,NA,NA,NA,NA,21970,NA,NA,NA,NA,NA,NA,"Tanzania",NA,NA,16.5909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","USA","United States",2019,145.918,NA,33.8352,99.9,99.9,492896000,99.9,1753000,1.53379,0.518961,7290000,2.15815,114292000,105249000,31.1581,1975000,1660000,18094000,525000,86.6124,19500000,NA,NA,NA,72516000,18938000,16200000,70096000,92.0878,6.3784,NA,"United States",NA,NA,89.4303,"United States",6.68978,NA,712000,NA,6.45361e+11,9.0914e+10,906406,14.0873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","BFA","Burkina Faso",2019,30.7279,NA,0.0573181,48.4,26.92,6441180,92,8083,67.2742,0.0385603,3932,0.0187578,12015,0,0,NA,NA,NA,NA,3.39999,NA,NA,NA,NA,NA,NA,NA,NA,0,32.7258,NA,"Burkina Faso",6.61695,12.2789,9.27181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","URY","Uruguay",2019,103.012,NA,29.8013,91.1,82.6,3499540,91,1434,0.141642,0.0422112,241569,7.11081,1012410,769407,22.6482,0,8566,768149,48298,69.3309,187005,NA,NA,NA,0,NA,NA,NA,75.9976,23.8608,NA,"Uruguay",83.8357,82.8316,83.3515,"Uruguay",NA,NA,NA,NA,1155450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","UZB","Uzbekistan",2019,79.4171,58.276,10.5554,80.7,47.7,26179600,99.2,936439,26.9125,2.84073,1860430,5.64372,3479570,314221,0.953204,0,644544,1068330,0,81.15,1766700,19210500,6969110,6259800,0,162138,151454,628,9.03047,82.6841,0,"Uzbekistan",65.9178,74.9,70.4,"Uzbekistan",5.11359,9.26129e+11,28957,10111,975917000,191432000,33702.3,19.6156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","VEN","Venezuela",2019,53.2539,50.101,8.85037,82,65,15410700,92,1619710,63.242,5.59716,885780,3.06095,2561130,55639,0.192269,15,20402,1327,2276,NA,2248500,14498300,912374,162201,288608,55379,189,71,2.17244,34.5874,NA,NA,NA,NA,NA,"Venezuela",4.02742,NA,21552,0,NA,NA,NA,28.9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","WSM","Samoa",2019,16.6841,NA,0.806559,91,49,35000,97,NA,NA,NA,NA,NA,1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Samoa",NA,NA,47.2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","YEM","Yemen",2019,4.71072,NA,1.08797,NA,NA,1654000,88.86,NA,NA,NA,NA,NA,382000,NA,NA,NA,NA,NA,NA,9.28482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","ZMB","Zambia",2019,49.2708,NA,0.480133,71.8,49.1,9121920,86.9,25084,28.2188,0.135488,63506,0.343019,88891,302,0.00163121,178,477,9237,76992,19.2309,2077,NA,NA,NA,NA,213,85,4,0.339742,71.4426,NA,NA,NA,NA,NA,"Zambia",19.4894,NA,1885,529,527804000,98375100,280002,18.6386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","AFG","Afghanistan",2020,18.9986,NA,0.0680079,57,26,7422550,90,25343,95.382,0.0648673,867,0.00221915,26570,360,0.000921447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35491,3.26308,NA,"Afghanistan",NA,NA,17.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","ALB","Albania",2020,69.5895,65.9649,17.7209,99.2,98.38,1998580,99.86,1592,0.312809,0.0554326,164489,5.72742,508937,342856,11.9381,393,15804,231755,1180,83.2799,169654,1894480,104096,NA,90151,217974,109476,15406,67.3671,32.3201,NA,"Albania",71.2457,73.2383,72.2377,"Albania",16.038,NA,3584,1449,217960000,88863400,60814.8,40.7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","DZA","Algeria",2020,90.2335,88.0352,8.60645,98.97,76.18,39740700,98.97,6002,0.158345,0.0136279,2570410,5.83625,3790460,1214050,2.75657,1368,1205370,72314,11360,73.1615,2500080,38772600,968146,29506900,0,1213380,407,266,32.0292,67.8125,0,"Algeria",NA,NA,63.4727,"Algeria",7.151,0,34223,11489,3191860000,972781000,93266.5,30.4769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","AND","Andorra",2020,88.5242,NA,48.656,99.5,89,68500,99.5,NA,NA,NA,NA,NA,37650,NA,NA,NA,NA,NA,NA,99.2825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andorra",NA,NA,93.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","AGO","Angola",2020,19.8419,18.4724,0.363264,77.5,72.74,6637340,85,29462,24.2454,0.0880747,51057,0.152632,121516,40997,0.122558,321,1860,86783,NA,35.3908,7645,6179220,458116,NA,16018,5953,365,13538,33.7379,33.1455,NA,"Angola",NA,NA,36.6347,"Angola",64.2392,2134730000,7655,2661,649170000,238660000,84803.3,36.7638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","ATG","Antigua and Barbuda",2020,52.2614,NA,8.71023,99,99,48000,99,NA,NA,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,83.0366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",NA,NA,75.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","AZE","Azerbaijan",2020,69.2743,68.3023,19.5986,97.6,93,7053330,100,678461,34,6.66351,1017690,9.99528,1995470,299321,2.93979,66,117834,240000,7574,84.8,1570000,6954350,98973,3531250,60000,170921,80000,48400,15,51,0,"Azerbaijan",82.1961,87.0459,84.6,"Azerbaijan",17.6222,5e+05,29124,8450,1322300000,109118000,45402.3,8.25213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","ARG","Argentina",2020,68.6538,NA,21.1798,98.5,97.68,31026000,98.87,179390,1.8742,0.396951,2613470,5.78305,9571560,6593600,14.5902,2919,421554,1311200,250117,90.01,2213950,NA,NA,NA,5371820,2232930,2775700,1584960,68.8874,27.3046,NA,"Argentina",NA,NA,85.5144,"Argentina",NA,NA,NA,NA,9957310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","AUS","Australia",2020,123.024,104.93,35.3468,99.5,99.5,31671000,99.5,NA,NA,NA,NA,NA,9099620,8106880,31.4906,126845,346526,1974730,NA,97.1501,4557460,27013000,4658000,31671000,2094060,2422090,4392480,1292310,89.0903,NA,50,"Australia",NA,NA,94.6935,"Australia",16.8441,NA,91893,17597,31559700000,7975440000,343440,25.2709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","AUT","Austria",2020,108.039,83.1965,29.2106,98,98,9638630,99,2062,0.0791251,0.023113,371275,4.16162,2606000,2232660,25.0259,NA,19500,116000,1500,90.4008,1517000,7422300,2216330,NA,952000,682800,1008990,540873,85.6739,14.2469,55,"Austria",85.8744,89.2079,87.5294,"Austria",3.34511,NA,12667,NA,4292170000,1011560000,338846,23.5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","BHS","Bahamas",2020,100.287,NA,20.9668,98,95,397000,99,NA,NA,NA,NA,NA,83000,NA,NA,NA,NA,NA,NA,86.6329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bahamas",NA,NA,92.4437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","BHR","Bahrain",2020,125.499,100.664,10.1824,100,100,1861240,100,176,0.116546,0.0118672,6691,0.451157,151013,144146,9.71939,NA,878,141990,NA,99.5394,8145,1492930,356879,1861010,NA,106331,29925,7890,95.4527,4.49278,100,"Bahrain",100,99.5006,99.671,"Bahrain",10.6601,NA,2922,968,1222220000,193615000,418283,15.8412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","BGD","Bangladesh",2020,58.5183,56.7628,6.04506,97.8,97.8,97314800,99.62,482535,4.8,0.290163,2513210,1.51127,10052800,7057080,4.24363,NA,0,9550180,502641,37.8374,0,94395400,2919450,54949800,0,4939960,2046550,70571,70.2,25,NA,"Bangladesh",NA,NA,36.1091,"Bangladesh",428.546,NA,595700,203000,4715840000,1103470000,7916.47,23.3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","ARM","Armenia",2020,81.2063,76.2459,14.8884,100,100,2347590,100,2106,0.489304,0.0728495,168843,5.84052,430407,259458,8.97502,NA,28067,264211,53022,87.2117,85107,2204190,143398,1472130,NA,144637,113893,928,60.282,39.2287,NA,"Armenia",78.0911,74.7778,76.5077,"Armenia",14.6279,3553300000,6254,2794,234010000,54521600,37417.7,23.2988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","BRB","Barbados",2020,40.8239,NA,45.4387,99.6,99.6,115000,99.6,NA,NA,NA,NA,NA,128000,NA,NA,NA,NA,NA,NA,76.6268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbados",NA,NA,76.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","BEL","Belgium",2020,89.5827,86.2986,41.024,100,100,10337900,100,4936,0.104262,0.0427726,55659,0.482309,4734210,4673620,40.4989,NA,NA,77547,12849,90.861,2142280,9958950,378996,8658890,2501540,108218,1448780,3116620,98.7201,1.17568,NA,"Belgium",91.1117,91.9434,91.5264,"Belgium",4.40172,NA,16001,NA,7093860000,1675440000,443339,23.6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
